PhraseId,Phrase,Sentiment
55851,"It 's a film that 's destined to win a wide summer audience through word-of-mouth reviews and , not far down the line , to find a place among the studio 's animated classics .",3
55884,"Even though many of these guys are less than adorable -LRB- their lamentations are pretty much self-centered -RRB- , there 's something vital about the movie .",3
55911,As it stands it 's an opera movie for the buffs .,2
55923,Sex is one of those films that aims to confuse .,1
55933,"`` Secretary '' is owned by its costars , Spader and Gyllenhaal .",2
55947,It 's Pauly Shore awful .,0
55954,"Shunji Iwai 's All About Lily Chou Chou is a beautifully shot , but ultimately flawed film about growing up in Japan .",1
55975,"Sheds light on a subject few are familiar with , and makes you care about music you may not have heard before .",3
55997,"The high-concept scenario soon proves preposterous , the acting is robotically italicized , and truth-in-advertising hounds take note : There 's very little hustling on view .",1
56026,"Surprisingly , considering that Baird is a former film editor , the movie is rather choppy .",1
56043,"Overall , interesting as a documentary -- but not very Imaxy .",2
56054,Whether Quitting will prove absorbing to American audiences is debatable .,2
56065,The comedy Death to Smoochy is a rancorous curiosity : a movie without an apparent audience .,1
56081,Odd and weird .,1
56084,This is not an easy film .,1
56089,Simply does n't have sufficient heft to justify its two-hour running time .,2
56100,... overly melodramatic ...,0
56103,A potentially good comic premise and excellent cast are terribly wasted .,1
56114,"In any case , I would recommend Big Bad Love only to Winger fans who have missed her since 1995 's Forget Paris .",1
56137,"You watch for that sense of openness , the little surprises .",3
56147,"Jaunty fun , with its celeb-strewn backdrop well used .",2
56159,Simply a re-hash of the other seven films .,1
56168,"Far too clever by half , Howard 's film is really a series of strung-together moments , with all the spaces in between filled with fantasies , daydreams , memories and one fantastic visual trope after another .",0
56202,The latest Adam Sandler assault and possibly the worst film of the year .,0
56210,Samuel Beckett applied to the Iranian voting process .,2
56221,There is only so much baked cardboard I need to chew .,1
56234,A full-frontal attack on audience patience .,0
56242,This is one of those rare docs that paints a grand picture of an era and makes the journey feel like a party .,3
56265,"When you find yourself rooting for the monsters in a horror movie , you know the picture is in trouble .",0
56282,"A stylish but steady , and ultimately very satisfying , piece of character-driven storytelling .",4
56297,A word of advice to the makers of The Singles Ward : Celebrity cameos do not automatically equal laughs .,0
56313,", with cheapo animation -LRB- like Saturday morning TV in the '60s -RRB- , a complex sword-and-sorcery plot and characters who all have big round eyes and Japanese names .",2
56345,This is a film living far too much in its own head .,1
56354,"The bottom line with Nemesis is the same as it has been with all the films in the series : Fans will undoubtedly enjoy it , and the uncommitted need n't waste their time on it .",3
56386,"An obvious copy of one of the best films ever made , how could it not be ?",1
56401,"Mr. Goyer 's loose , unaccountable direction is technically sophisticated in the worst way .",0
56417,Mordantly funny and intimately knowing ...,3
56424,ending .,2
56425,Fairly run-of-the-mill .,1
56427,"Dark and disturbing , yet compelling to watch .",2
56433,"Whether this is art imitating life or life imitating art , it 's an unhappy situation all around .",1
56453,"Like a veteran head cutter , Barbershop is tuned in to its community .",3
56467,"The story is predictable , the jokes are typical Sandler fare , and the romance with Ryder is puzzling .",1
56484,Tends to plod .,1
56488,"Formulaic to the 51st power , more like .",1
56497,"Here Polanski looks back on those places he saw at childhood , and captures them by freeing them from artefact , and by showing them heartbreakingly drably .",2
56527,"The three leads produce adequate performances , but what 's missing from this material is any depth of feeling .",0
56546,"For all its plot twists , and some of them verge on the bizarre as the film winds down , Blood Work is a strong , character-oriented piece .",2
56574,"The lightest , most breezy movie Steven Spielberg has made in more than a decade .",3
56588,"In The New Guy , even the bull gets recycled .",1
56597,"Originality ai n't on the menu , but there 's never a dull moment in the giant spider invasion comic chiller .",3
56617,It 's a ripper of a yarn and I for one enjoyed the thrill of the chill .,3
56635,"The script is smart , not cloying .",3
56641,"Spectators will indeed sit open-mouthed before the screen , not screaming but yawning .",1
56655,... the picture 's cleverness is ironically muted by the very people who are intended to make it shine .,2
56673,You 'd be hard put to find a movie character more unattractive or odorous -LRB- than Leon -RRB- .,1
56693,Dismally dull sci-fi comedy .,0
56698,Never capitalizes on this concept and opts for the breezy and amateurish feel of an after school special on the subject of tolerance .,0
56721,"PC stability notwithstanding , the film suffers from a simplistic narrative and a pat , fairy-tale conclusion .",1
56739,A story about intelligent high school students that deals with first love sweetly but also seriously .,3
56754,"Assured , vital and well wrought , the film is , arguably , the most accomplished work to date from Hong Kong 's versatile Stanley Kwan .",4
56779,"The most opaque , self-indulgent and just plain goofy an excuse for a movie as you can imagine .",1
56794,"Who needs mind-bending drugs when they can see this , the final part of the ` qatsi ' trilogy , directed by Godfrey Reggio , with music by Philip Glass ?",3
56827,True Hollywood Story .,2
56830,"The movie is amateurish , but it 's a minor treat .",3
56840,"` You 'll laugh for not quite and hour and a half , but come out feeling strangely unsatisfied .",2
56857,I can easily imagine Benigni 's Pinocchio becoming a Christmas perennial .,4
56867,That 's why Sex and Lucia is so alluring .,3
56876,Any movie that makes hard work seem heroic deserves a look .,3
56885,A lot of its gags and observations reflect a woman 's point-of-view .,2
56896,"In my own very humble opinion , In Praise of Love lacks even the most fragmented charms I have found in almost all of his previous works .",0
